Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
Colombia,Sitionuevo,100,Unhealthy for Sensitive Groups,2,Good,11,Good,6,Good,100,Unhealthy for Sensitive Groups,10.7833,-74.7167
United States of America,Kearney,42,Good,1,Good,30,Good,1,Good,42,Good,40.7011,-99.0833
United States of America,Kearney,42,Good,1,Good,30,Good,1,Good,42,Good,39.355,-94.3599
United States of America,Kingman,34,Good,1,Good,25,Good,4,Good,34,Good,35.217,-114.0105
Mexico,Tapachula,82,Moderate,2,Good,31,Good,2,Good,82,Moderate,14.9,-92.2667
United States of America,Napa,39,Good,1,Good,31,Good,4,Good,39,Good,38.2975,-122.301
United States of America,New City,50,Good,1,Good,39,Good,2,Good,50,Good,41.1542,-73.9912
Ecuador,Nueva Loja,10,Good,1,Good,5,Good,0,Good,10,Good,0.0847,-76.8828
United States of America,Manassas Park,42,Good,1,Good,42,Good,2,Good,40,Good,38.7709,-77.4429
Ecuador,Manta,56,Moderate,1,Good,23,Good,0,Good,56,Moderate,-0.95,-80.7162
United States of America,Maple Grove,53,Moderate,1,Good,30,Good,2,Good,53,Moderate,45.1089,-93.4626
Dominican Republic,Villa Altagracia,114,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,114,Unhealthy for Sensitive Groups,18.6667,-70.1667
Brazil,Votorantim,72,Moderate,1,Good,30,Good,1,Good,72,Moderate,-23.5469,-47.4378
United States of America,Walnut,111,Unhealthy for Sensitive Groups,3,Good,19,Good,24,Good,111,Unhealthy for Sensitive Groups,34.0334,-117.8593
United States of America,Weirton,47,Good,1,Good,39,Good,2,Good,47,Good,40.406,-80.5671
Canada,Leamington,77,Moderate,2,Good,29,Good,13,Good,77,Moderate,42.0667,-82.5833
Chile,Lebu,28,Good,0,Good,28,Good,0,Good,19,Good,-37.6,-73.6667
Brazil,Leticia,14,Good,1,Good,2,Good,0,Good,14,Good,-4.2167,-69.9333
United States of America,Lewisburg,68,Moderate,2,Good,25,Good,9,Good,68,Moderate,35.451,-86.7901
Brazil,Limeira,62,Moderate,2,Good,4,Good,4,Good,62,Moderate,-22.565,-47.4019
Brazil,Limoeiro,36,Good,1,Good,9,Good,4,Good,36,Good,-7.875,-35.45
United States of America,Lincolnton,81,Moderate,3,Good,15,Good,21,Good,81,Moderate,35.4748,-81.2386
United States of America,Lockport,68,Moderate,2,Good,20,Good,15,Good,68,Moderate,41.5906,-88.0293
United States of America,Lockport,68,Moderate,2,Good,20,Good,15,Good,68,Moderate,43.1698,-78.6956
United States of America,Longmont,67,Moderate,2,Good,2,Good,12,Good,67,Moderate,40.1686,-105.1005
United States of America,Longwood,59,Moderate,1,Good,11,Good,15,Good,59,Moderate,28.7014,-81.3487
United States of America,Kuna,63,Moderate,1,Good,26,Good,5,Good,63,Moderate,43.488,-116.3933
Guatemala,La Esperanza,79,Moderate,3,Good,6,Good,8,Good,79,Moderate,14.3,-88.1833
Guatemala,La Esperanza,79,Moderate,3,Good,6,Good,8,Good,79,Moderate,14.8719,-91.5619
Guatemala,La Esperanza,79,Moderate,3,Good,6,Good,8,Good,79,Moderate,7.6392,-73.3358
United States of America,La Marque,75,Moderate,2,Good,22,Good,4,Good,75,Moderate,29.3683,-94.9941
Ecuador,La Troncal,61,Moderate,2,Good,6,Good,6,Good,61,Moderate,-2.4,-79.33
Brazil,Manhumirim,35,Good,1,Good,13,Good,1,Good,35,Good,-20.3578,-41.9578
United States of America,Mankato,59,Moderate,1,Good,36,Good,3,Good,59,Moderate,44.1715,-93.9772
Trinidad and Tobago,Marabella,148,Unhealthy for Sensitive Groups,1,Good,21,Good,4,Good,148,Unhealthy for Sensitive Groups,10.3,-61.45
South Africa,Margate,56,Moderate,1,Good,26,Good,1,Good,56,Moderate,26.2466,-80.2119
Brazil,Astolfo Dutra,65,Moderate,2,Good,3,Good,5,Good,65,Moderate,-21.315,-42.8619
United States of America,Austin,97,Moderate,1,Good,19,Good,2,Good,97,Moderate,30.3005,-97.7522
United States of America,Austin,97,Moderate,1,Good,19,Good,2,Good,97,Moderate,43.6721,-92.9784
United States of America,Avondale,45,Good,1,Good,21,Good,13,Good,45,Good,33.3873,-112.3235
United States of America,Altadena,125,Unhealthy for Sensitive Groups,4,Good,7,Good,35,Good,125,Unhealthy for Sensitive Groups,34.1927,-118.1346
Brazil,Ananindeua,59,Moderate,1,Good,14,Good,1,Good,59,Moderate,-1.3658,-48.3719
Russian Federation,Anna,45,Good,1,Good,28,Good,2,Good,45,Good,33.3472,-96.5508
Chile,Arica,25,Good,1,Good,24,Good,2,Good,25,Good,-18.4667,-70.3167
United States of America,Ypsilanti,56,Moderate,1,Good,35,Good,1,Good,56,Moderate,42.244,-83.6208
United States of America,Dedham,47,Good,1,Good,28,Good,9,Good,47,Good,42.2467,-71.1777
United States of America,Des Moines,59,Moderate,2,Good,18,Good,10,Good,59,Moderate,41.5725,-93.6105
United States of America,Des Moines,59,Moderate,2,Good,18,Good,10,Good,59,Moderate,47.3914,-122.3156
United States of America,Dix Hills,68,Moderate,2,Good,12,Good,27,Good,68,Moderate,40.8033,-73.3375
Brazil,Umuarama,18,Good,0,Good,18,Good,1,Good,16,Good,-23.7658,-53.325
Brazil,Utinga,15,Good,0,Good,15,Good,0,Good,12,Good,-12.0819,-41.0939
United States of America,Wenatchee,29,Good,1,Good,29,Good,1,Good,11,Good,47.436,-120.3295
United States of America,West Orange,58,Moderate,1,Good,43,Good,6,Good,58,Moderate,40.7893,-74.2628
United States of America,West Warwick,72,Moderate,1,Good,44,Good,5,Good,72,Moderate,41.6986,-71.5157
United States of America,Woodmere,71,Moderate,2,Good,40,Good,10,Good,71,Moderate,40.6375,-73.7219
United States of America,Woodmere,71,Moderate,2,Good,40,Good,10,Good,71,Moderate,29.8493,-90.0751
Guatemala,Villa Canales,102,Unhealthy for Sensitive Groups,4,Good,5,Good,10,Good,102,Unhealthy for Sensitive Groups,14.4816,-90.534
United States of America,Tumwater,31,Good,1,Good,31,Good,3,Good,20,Good,46.9891,-122.9175
United States of America,South Yarmouth,35,Good,1,Good,35,Good,2,Good,30,Good,41.6692,-70.2005
United States of America,Southbury,81,Moderate,3,Good,5,Good,34,Good,81,Moderate,41.4745,-73.2329
United States of America,Spanish Lake,55,Moderate,1,Good,40,Good,5,Good,55,Moderate,38.7884,-90.2077
Peru,Sullana,45,Good,1,Good,17,Good,1,Good,45,Good,-4.9,-80.6833
United States of America,San Angelo,34,Good,1,Good,27,Good,0,Good,34,Good,31.4424,-100.4504
Philippines,San Pedro,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,25.7578,-102.9831
Philippines,San Pedro,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,9.9332,-84.047
Philippines,San Pedro,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,-33.6794,-59.6669
Philippines,San Pedro,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,-24.2196,-64.87
Philippines,San Pedro,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,4.0,-76.2292
Philippines,San Pedro,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,8.7333,-74.7167
Philippines,San Pedro,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,17.9214,-87.9611
Philippines,San Pedro,56,Moderate,1,Good,25,Good,2,Good,56,Moderate,-33.8944,-71.4558
Brazil,Santa Helena,15,Good,0,Good,14,Good,0,Good,15,Good,-2.2308,-45.3
Brazil,Santa Helena,15,Good,0,Good,14,Good,0,Good,15,Good,-24.86,-54.3328
Canada,Regina,42,Good,1,Good,33,Good,1,Good,42,Good,50.4547,-104.6067
Brazil,Resende,62,Moderate,1,Good,8,Good,4,Good,62,Moderate,-22.4689,-44.4469
United States of America,Richmond West,63,Moderate,1,Good,19,Good,10,Good,63,Moderate,25.6105,-80.4297
United States of America,Ridgeland,67,Moderate,3,Good,6,Good,13,Good,67,Moderate,32.4236,-90.1481
United States of America,Rocky Mount,39,Good,1,Good,33,Good,5,Good,39,Good,35.9685,-77.804
United States of America,Rocky River,90,Moderate,2,Good,11,Good,24,Good,90,Moderate,41.4702,-81.8525
United States of America,Rossville,39,Good,1,Good,31,Good,8,Good,39,Good,39.3572,-76.4767
United States of America,Severna Park,36,Good,1,Good,33,Good,7,Good,36,Good,39.087,-76.5687
Brazil,Senador Pompeu,32,Good,1,Good,11,Good,1,Good,32,Good,-5.5878,-39.3719
Mexico,Acayucan,103,Unhealthy for Sensitive Groups,3,Good,17,Good,4,Good,103,Unhealthy for Sensitive Groups,17.9422,-94.9103
Nicaragua,Acoyapa,51,Moderate,1,Good,16,Good,0,Good,51,Moderate,11.9708,-85.1719
United States of America,Addison,56,Moderate,1,Good,29,Good,6,Good,56,Moderate,41.9313,-88.0085
